收集时间: 2015-07-14 01:51:36.354113 +0800 CST => 2015-07-10 00:00:00 +0800 CST

tid: 3892396753,作者: 我爸名字叫上帝,标题: 作为一名走水路的一名军人，我决定我们水路军进击钓鱼岛坐等小日本
tid: 3892091983,作者: _碎花157,标题: 谁有1.6.2的龙骑士mod？  求网址。
时间: %s,2015-07-13 22:49:46,摘要: [#文字: 马勒戈壁的，辛辛苦苦玩了 1 天的存档被我无意中搞没了，次奥！！！！！！ 求一个1.6.2的龙骑士mod，顺便告诉我mod放哪里，详细点，注意，是1.6.2 没]

tid: 3892090761,作者: 好从古到今,标题: 【Minecraft音乐】 Hunger game song
时间: %s,2015-07-13 22:49:15,摘要: [#文字: 加上图片(ToT) 我急需要他们; #图片: http://imgsrc.baidu.com/forum/pic/item/001e848b87d6277f77c97b012e381f30e824fcd4.jpg]

tid: 3892086443,作者: 刘蕙子,标题: 【狮子君】只为minecraft和你们
时间: %s,2015-07-13 22:47:28,摘要: [#文字: 在8月6日，我将迎来我的12岁生日，本人并非熊孩子，是女生。 这个宣传不为我自己，一方面想多结交朋友，一起玩，另一方面想让大家喜欢MC，激励更多人; #图片: http://imgsrc.baidu.com/forum/pic/item/96c08cec8a1363279d7e8c0a978fa0ec08fac71c.jpg]

tid: 3892080378,作者: F庞祥辉,标题: 我的世界【最后曙光服务器】
时间: %s,2015-07-13 22:44:58,摘要: [#文字: 我的世界【最后曙光服务器】 半RPG 半生存 挑战BOSS 与生存的极限 期待个位玩家的加入 群号： 74035371 宣传视频链接：http://www.aipai.com/c26/PDkg]

tid: 3892071728,作者: 粑粑ちゃん,标题: 求助！Forge和ShadersMOD怎么装一起
时间: %s,2015-07-13 22:41:26,摘要: [#文字:  下了一个forge和一个shader文件 安装后版本里面就出现两个版本了 forge版本支持mod文件夹里面的mod但没有识别shader文件夹里面的光影 而shader这个版; #图片: http://imgsrc.baidu.com/forum/pic/item/cd8fd303738da977e41aca12b651f8198618e3f6.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/711c568da97739126d13c958fe198618367ae2f6.jpg]

tid: 3892059041,作者: 清风荡水拂月影,标题: 【酿酒】请问生长mod的发酵桶怎么做啊
时间: %s,2015-07-13 22:36:15,摘要: [#文字: 还有榨汁机，找了很久都没看到合成表，求解m(_ _)m]

tid: 3892056495,作者: tapzc,标题: 求助。。1.7.2正常可以打开选forge就打不开
时间: %s,2015-07-13 22:35:15,摘要: [#文字: RT，我把MOD全删都没用，JAVA重装好几遍……莫非我和MOD无缘？我的显卡驱动啥的都很好]

tid: 3892038637,作者: 古帝0萧薰儿,标题: 【娱乐】当MC撞上炉石
时间: %s,2015-07-13 22:27:57,摘要: [#文字: 发帖前仔细的看了吧规，这类型贴应该是允许的. 贝爷镇; #图片: http://imgsrc.baidu.com/forum/pic/item/07153cd8bc3eb135be76f282a01ea8d3fd1f4471.jpg]

tid: 3892036383,作者: 深夜的死神,标题: 叫你如何一眼看透别人是不是在玩mc【装逼技巧】
时间: %s,2015-07-13 22:27:05,摘要: [#文字: 你是不是走过街啊酒店走廊啊什么的总是见到一些人在玩手机，以为他在玩mc想去装逼可是怕猜错了，当你现在看到了这个帖子的时候为止，这种现象再也不会; #图片: http://imgsrc.baidu.com/forum/pic/item/d9c0a8b1cb13495489c5b25d504e9258d0094acb.jpg]

tid: 3892028257,作者: _湘伦,标题: 手机版的地图放在电脑上能用吗
时间: %s,2015-07-13 22:23:48,摘要: [#文字: 手机版的地图放在电脑上能用吗 若果可以怎么操作呢]

tid: 3892022673,作者: 七零八落的希望,标题: 我不生产整合包，我只是整合包的搬运工
时间: %s,2015-07-13 22:21:32,摘要: [#文字: 工业整合！！1楼不给看 醉了思念 醉了自己 却醉不了这一世的情缘 忘了自己 忘了孤寂 却忘不了心中最美的你 ------我冲了杯咖啡，很喜欢这味道，像寂寞]

tid: 3892020463,作者: 电子傻蛋,标题: 装了mw之后 怎么用命令方块传
时间: %s,2015-07-13 22:20:39,摘要: [#文字: 装了mw之后 怎么用命令方块传送到其他世界啊]

tid: 3892018455,作者: 抚happy,标题: 小白求教
时间: %s,2015-07-13 22:19:51,摘要: [#文字: 为什么mc在我点了多人游戏在点我弟创建的游戏后会闪退，我们在一个网络中的台式和笔记本liangliang联机]

tid: 3892006841,作者: _EAming,"标题: 第一次认真建, 自我感觉不错~~"
时间: %s,2015-07-13 22:15:10,摘要: [#图片: http://imgsrc.baidu.com/forum/pic/item/2c7b264f78f0f736723310380c55b319eac413dd.jpg]

tid: 3892004189,作者: 拉萨疯一回,标题: 我的世界，
时间: %s,2015-07-13 22:14:06,摘要: [#文字: 好纠结啊，材料太多了，不晓得用那个材料来盖二楼，求大神提点，二楼上图大神们帮忙看看，]

tid: 3892003977,作者: 小骚男丶prince,标题: Minecraftpe—轩辕之境服务器招收建筑师和OP群号470918926
时间: %s,2015-07-13 22:14:01,摘要: []

tid: 3892002713,作者: nice楼主不解释,标题: 好消息！！ 我的世界PC PE 7月29号 全面更新！
时间: %s,2015-07-13 22:13:28,摘要: [#文字: 我的世界手机版0.12.0版或将在7月29日更新，根据官方透露的最新资料显示，我的世界手机版0.12.0版新增N多内容，功能强大程度可以和pc端相媲美，具体此; #图片: http://imgsrc.baidu.com/forum/pic/item/06d41cdbb6fd526613bc612dad18972bd4073617.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/1a09d8faaf51f3decc24e45d92eef01f3a297910.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/a9c286cc7cd98d1060445108273fb80e7bec9012.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/8fe5743d269759ee27c33df2b4fb43166d22df13.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/1547f409b3de9c825ff7a4b66a81800a19d8431c.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/3b2e796034a85edf0901a31a4f540923dd54751d.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/28dc5c310a55b3190975df4c45a98226cffc171e.jpg]

tid: 3892000656,作者: jk1415667683,标题: mineplex的服务器太卡怎么办
时间: %s,2015-07-13 22:12:39,摘要: [#文字: 如题太卡了是不是要开VPN如果要开用什么VPN好啊 ]

tid: 3892000585,作者: 尼玛呃呃呃66,标题: 求大神啊啊啊，所有联机大神请进！！！
时间: %s,2015-07-13 22:12:37,摘要: [#文字: 就一直这样，进不去怎么弄的啊？求大神解决 哪位大神可以告诉我啊 ！！！！！; #图片: http://imgsrc.baidu.com/forum/pic/item/d3f813d12f2eb938f0db28cbd3628535e5dd6f70.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/a7bb632309f79052bdc815070af3d7ca7acbd5d7.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/35a8f5a20cf431ad911911004d36acaf2fdd98db.jpg]

tid: 3891992479,作者: 浅影mjy,标题: 有人看盗墓笔记吗？准备按电视剧版剧情做一个地图
时间: %s,2015-07-13 22:09:18,摘要: [#图片: http://imgsrc.baidu.com/forum/pic/item/b165ffb44aed2e737251d5158101a18b87d6fa6b.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/9908af82b9014a901b851584af773912b31bee74.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/2bb00bdda3cc7cd9ef9f67e03f01213fb80e917c.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/a96caed4b31c87015d04e1df217f9e2f0708ff7d.jpg]

tid: 3891987301,作者: 风尘大大i,标题: 【尼克】尼克的农庄生存8：有房子啦！
时间: %s,2015-07-13 22:07:11,摘要: [#文字: 恩~大家好我是优酷新人，尼克。 这是我的优酷频道：大家可以看看视频，顺便订阅一下哦！ http://i.youku.com/Nickdd 下面是我的最新视频：尼克的农庄; #视频: (%s)http://v.youku.com/v_show/id_XMTI4Mzg3MDMzNg==.html?from=y1.7-1.2]

tid: 3891979680,作者: 啧啧啧91,标题: 求助 我的图！
时间: %s,2015-07-13 22:04:14,摘要: [#文字: 刚刚好好的，是超平坦，咋现在，，，，咋搞啊，第一次用心做图）#！ ; #图片: http://imgsrc.baidu.com/forum/pic/item/3dbee811728b47100ab8abf5c5cec3fdfc032317.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/b165ffb44aed2e73777fd0158101a18b87d6fa11.jpg]

tid: 3891975662,作者: AGINGUP,标题: PC版有跟pe版快速建筑js类似的mod吗？
时间: %s,2015-07-13 22:02:37,摘要: [#文字: 如图 ; #图片: http://imgsrc.baidu.com/forum/pic/item/4fe3e6cec3fdfc032b8cb481d23f8794a4c22636.jpg]

tid: 3891975585,作者: _极光紫,标题: 画了一个小时做的调零召唤台上面
时间: %s,2015-07-13 22:02:36,摘要: [#文字: 画了一个小时做的调零召唤台 上面一个墓地传送门，下面一个箱子里面装着3个凋零头，放箱子的下面基岩可以困着凋零，真是刷凋零的好东西 ; #图片: http://imgsrc.baidu.com/forum/pic/item/fa01f71b0ef41bd56f5cbfcd57da81cb39db3d9f.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/a7bb632309f79052b24410070af3d7ca7bcbd54b.jpg]

tid: 3891971251,作者: 卫忆文,标题: 求助，发现了奇怪的东西。
时间: %s,2015-07-13 22:00:52,摘要: [#文字: 二楼上图。]

tid: 3891967309,作者: 秋风九世,标题: 新人大作：骷髅日常生活
时间: %s,2015-07-13 21:59:18,摘要: [#文字: hello，大家好，我是新人秋风九世，今天我发布处女作：骷髅日常生活 我会在星期1-5七八点更，星期六日全天更新 ]

tid: 3891957431,作者: 13757086157,标题: 这是怎么回事，启动不了
时间: %s,2015-07-13 21:55:17,摘要: [#图片: http://imgsrc.baidu.com/forum/pic/item/3f868c014c086e060db9547204087bf40ad1cb91.jpg]

tid: 3891954135,作者: 甲基红橙黄绿蓝,标题: 【末地石弱爆了】生存模式黑曜石装修房子，带抗爆炸实验
时间: %s,2015-07-13 21:53:55,摘要: [#文字: 花了一下午从末地挖黑曜石把原来的砖房改成了16*14*18的黑曜石房，动用了上千块黑曜石。先贴两张全景 内部： 房子一共两次加地下室，其中地下室的地基; #图片: http://imgsrc.baidu.com/forum/pic/item/311f1ff33a87e950651b9b5516385343fbf2b49e.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/b1ccf039b6003af35318ab59332ac65c1038b60c.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/6cdb924543a98226c5e15a1e8c82b9014a90eb82.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/bdec1f87e950352a976d4d315543fbf2b2118b9e.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/bd98cc50352ac65c42090e4afdf2b21193138a9e.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/27f32dfa513d26977456696453fbb2fb4316d825.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/c62bb20a304e251f277885c1a186c9177f3e531f.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/75009b096b63f62429d8583a8144ebf81a4ca325.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/2e1e69086e061d9519865e017df40ad163d9cae2.jpg]

tid: 3891949622,作者: fly特务,标题: 会做整合包和我私聊下，谢谢啦
时间: %s,2015-07-13 21:52:04,摘要: [#文字: 会做整合包和我私聊下，谢谢啦]

tid: 3891947712,作者: 孙权每节课n,标题: 求助，IT堆叠错误
时间: %s,2015-07-13 21:51:17,摘要: [#文字:  如图，每IT堆到11个的时候，就会这样，无法继续堆叠，知道全部堆叠完毕（只有11个村庄）; #图片: http://imgsrc.baidu.com/forum/pic/item/b165ffb44aed2e738fd1e8158101a18b87d6faea.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/b6b2eeef76094b36c59a75d4a5cc7cd98d109d9a.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/9ec7993eb13533fa21bdfd17aed3fd1f41345b9b.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/84247eb5c9ea15ce7aeb8e30b0003af33a87b2a5.jpg]

tid: 3891947678,作者: Ecy村雨,标题: 【新人求助】装了个1.7.2的forge开启动器怎么就变成这样了
时间: %s,2015-07-13 21:51:16,摘要: [#图片: http://imgsrc.baidu.com/forum/pic/item/8e3b8e18972bd407e026bdc47d899e510eb309c1.jpg]

tid: 3891947106,作者: sdda233,标题: 接上次，又一新作
时间: %s,2015-07-13 21:51:02,摘要: [#文字:  上帖地址:http://tieba.baidu.com/p/3887700000?pid=71365700169&cid=0#71 嘛，这次我比较专注内景了，拍摄角度我也尝试了很多，所以，还是求轻; #图片: http://imgsrc.baidu.com/forum/pic/item/194e2ab30f2442a705e6939cd743ad4bd113023a.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/88ac2a2442a7d93315408a4aab4bd11373f0013a.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/883b67a7d933c8950f96f642d71373f08202003a.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/c5b8fc33c895d143729e8a1a75f082025aaf073a.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/5e2ced95d143ad4b31c628f984025aafa40f063a.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/4f8af443ad4bd1139225d90b5cafa40f4bfb053a.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/565c884bd11373f060d701a6a20f4bfbfbed043a.jpg]

tid: 3891945299,作者: xuwangdong2005,标题: mc五年之约
时间: %s,2015-07-13 21:50:18,摘要: [#文字: 五年之后，不管minecraft这款游戏还出不出名，还有没有人玩，我都会把这个帖子挖出来。 仅以此纪念这半年mc给我带来的那些。 还有不管马桶c有没有退爱]

tid: 3891944603,作者: 暗影紫梦公主,标题: mc建筑咖啡馆【求不删】
时间: %s,2015-07-13 21:50:02,摘要: [#文字: 可以聊天，2楼点咖啡。先上图普通咖啡、樱桃蛋糕; #图片: http://imgsrc.baidu.com/forum/pic/item/7a006434970a304e8e8acfc3d7c8a786c9175c7a.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/374edd198618367ad82210e428738bd4b31ce57b.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/39164e63f6246b6031a5dd4dedf81a4c510fa27b.jpg]

tid: 3891942167,作者: hhhhhw8,标题: 新手mc玩家求教主要pe
时间: %s,2015-07-13 21:49:01,摘要: [#文字: 刚开始玩mc，求要注意什么，和朋友租的服务器，求些插件]

tid: 3891939683,作者: 捡到a湿透布,标题: 新人求教
时间: %s,2015-07-13 21:48:01,摘要: [#文字: 为什么mc不能玩一直跳出来这玩意。。; #图片: http://imgsrc.baidu.com/forum/pic/item/7f06a318367adab44e7b777a8dd4b31c8701e47b.jpg]

tid: 3891939429,作者: 再战晓楠,标题: 看到关于PE的新版本的帖子
时间: %s,2015-07-13 21:47:55,摘要: [#文字: 表达一些意见吧，怎么说呢，这个可能就是以讹传讹，既然是以讹传讹的话那就肯定会有一个源头，可是有人找到吗?而且常常有着官网图片对吧，我们怎么知]

tid: 3891938683,作者: 幸运的陈赫迷,标题: 这个是什么？沙漠村庄的种子代码
时间: %s,2015-07-13 21:47:36,摘要: [#文字: 这个是什么？沙漠村庄的种子代码是什么？求解求解！ ; #图片: http://imgsrc.baidu.com/forum/pic/item/ce4b2c23dd54564e0b548800b5de9c82d1584ff1.jpg]

tid: 3891937640,作者: Nazibear,标题: 脑洞向提问...红石计算机
时间: %s,2015-07-13 21:47:12,摘要: [#文字: 在玩了一会红石后..脑洞大开...计算机的运行是二进制的，那么问题来惹，红石也是可视为二进制，如果有足够的耐心能不能做像是计算机一样的红石电路，]

tid: 3891934263,作者: 幸运的陈赫迷,标题: 这个是什么？沙漠村庄的种子代码
时间: %s,2015-07-13 21:45:48,摘要: [#文字: 这个是什么？沙漠村庄的种子代码是什么？求解求解！【图片】]

tid: 3891926317,作者: 2969lxl,标题: 求大神给个手机版的下载地址
时间: %s,2015-07-13 21:42:36,摘要: [#文字: 求大神给个手机版的下载地址]

tid: 3891913109,作者: 乄此题无解丶,标题: 新人提问！
时间: %s,2015-07-13 21:37:20,摘要: [#文字: 我和同学联机玩MC有一段时间了，但是创房的是他，存档在他机子里，我有时想玩他又不在，我就让他把存档发来给我，以后进我的存档。那么问题来了：我进]

tid: 3891912786,作者: 784446575,标题: mcpc服务器问题，求助
时间: %s,2015-07-13 21:37:12,摘要: [#文字: 如图，打开核心bat后就卡在那什么也不动，服务器开不了了，以前好好的，吧32位的java换成64位的就出了问题了，明明游戏好好的; #图片: http://imgsrc.baidu.com/forum/pic/item/ec7f29338744ebf852f10306dff9d72a6059a722.jpg]

tid: 3891905377,作者: 罗伊的打火布w,标题: <服务器>新手腐竹开了一个小服务器，死亡掉落怎么关
时间: %s,2015-07-13 21:34:10,摘要: [#文字: 本人新手腐竹 指令也是过 /gamerule keepInventory true 这个指令在对话框让输入后还是掉落 望管理不要删帖- -阿里嘎多]

tid: 3891904136,作者: 王打打www,标题: 出售服务器永久
时间: %s,2015-07-13 21:33:39,摘要: [#文字: 本人最近学会了开服务器，如果有需要和我买服务器或者开服软件的可以联系我，是1.7.10的开服软件，也可以卖服务器，有意者联系QQ：1197089099]

tid: 3891899399,作者: 水鞋君,标题: 求助求助
时间: %s,2015-07-13 21:31:39,摘要: [#文字: 想做图文直播，可是又怕被吧务删帖，怎么样才能让他们不删; #图片: http://imgsrc.baidu.com/forum/pic/item/1930220828381f30f3b0f790af014c086e06f079.jpg]

tid: 3891898393,作者: Drou_wid,标题: 「求助帖」吧务勿删
时间: %s,2015-07-13 21:31:14,摘要: [#文字: 首先说明，我是实在百度不到才来贴吧的 一直有个问题，我看到很多地图像什么unreal啊之类的，这些地图都是玩家踩到一个方块直接触发机关和指令，我就]

tid: 3891898276,作者: HBT幻象,标题: 【Minecraft】[幻象的城镇建筑直播]第一期
时间: %s,2015-07-13 21:31:11,摘要: [#文字: Hi~大家好~这里是幻象的城镇建筑直播的第一期~我会在这个帖子里给大家直播造建筑，希望大家看了我的直播后可以从中找到灵感~本次用的是夏日风情的改版; #图片: http://imgsrc.baidu.com/forum/pic/item/10c28444ad345982dd039eab0af431adcbef8419.jpg]

tid: 3891895423,作者: 世界的轮回go,标题: 在服务器里面 地狱的领地传送后到了基岩层上方 怎么办？
时间: %s,2015-07-13 21:30:00,摘要: [#文字: RT]

tid: 3891891102,作者: 加百列Shiamaim,标题: 刚开的新服务器求一个技术，有报酬的！
时间: %s,2015-07-13 21:28:06,摘要: [#文字: 啊如题，简单来说就是求一个会装服务器mod的技术员啦，报酬的话当然有的。另外还给服务器OP还有妹子]

tid: 3891882576,作者: 大猫神话,标题: 【求助】MC联机求助，大神快来
时间: %s,2015-07-13 21:24:25,摘要: [#文字: 是这样的 我和基友准备用蛤蟆吃联机玩MC，可是基友那边的蛤蟆吃无法加载到引擎，于是我去他家弄服务。 但我想启动那服务时，它却说“依存服务或组无法; #图片: http://imgsrc.baidu.com/forum/pic/item/7a006434970a304e9e78dfc3d7c8a786c9175c54.jpg]

tid: 3891880400,作者: 自来火3号,标题: 【做地图】沙漠之歌
时间: %s,2015-07-13 21:23:28,摘要: [#文字: 最近在做地图，建筑，剧情都差不多了，可是我不会红石啊啊啊，那个大神愿意帮我做地图啊 ; #图片: http://imgsrc.baidu.com/forum/pic/item/fcf371e736d12f2e31d5d25949c2d562843568d2.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/b4e5a78ba61ea8d34a3d0b3d910a304e251f588f.jpg; #图片: http://imgsrc.baidu.com/forum/pic/item/1c4f6ac2d562853569f8ad1896ef76c6a7ef638a.jpg]
